galaxy,ring,branch,k,Pk,Pk_error,Pk_count,E_median,E_mad
NGC 1549,inner,no_winsor,0.004475359374598403,3.3922032704210996,0.3397824832561503,437,0.9228888842909928,0.0016453803161163994
NGC 1549,inner,no_winsor,0.013426078123795208,1.0123015794322208,0.027761129262855632,1296,0.8399819652764987,0.003180597286901331
NGC 1549,inner,no_winsor,0.022376796872992013,0.8754472067983737,0.018695192924599112,2144,0.7584819766267165,0.002712815165445488
NGC 1549,inner,no_winsor,0.031327515622188815,0.80790196177682,0.014901774514580876,3000,0.6943486677239559,0.006454540401337879
NGC 1549,inner,no_winsor,0.04027823437138563,0.7078159586382706,0.011229863913238738,3888,0.645962019420344,0.0032933583122612352
NGC 1549,inner,no_winsor,0.049228953120582425,0.6695087536154769,0.009655556509377931,4760,0.5998057162437496,0.003454585008776708
NGC 1549,inner,no_winsor,0.05817967186977923,0.6229697875428359,0.008380108344167438,5556,0.565559836757354,0.0032845287659767643
NGC 1549,inner,no_winsor,0.06713039061897604,0.6059904460861251,0.007495465866178199,6500,0.5344589945846361,0.0007289996500040838
NGC 1549,inner,no_winsor,0.07608110936817285,0.5332766487489572,0.0062105181387603955,7304,0.5008749981254248,0.0014533330471034635
NGC 1549,inner,no_winsor,0.08503182811736965,0.4984585384734133,0.005464123832091107,8184,0.47036679773657486,0.001501338075157592
NGC 1549,inner,no_winsor,0.09398254686656646,0.46680347379896164,0.0049777599187613335,9016,0.4407731814699006,0.0025946009038595895
NGC 1549,inner,no_winsor,0.10293326561576326,0.4071505419079031,0.0041004022208002925,9952,0.41323886145860883,0.0012257990120900558
NGC 1549,inner,no_winsor,0.11188398436496007,0.35382586293122803,0.003410497527189769,10752,0.3858837264344926,0.0012121920447649595
NGC 1549,inner,no_winsor,0.12083470311415687,0.33230740006865384,0.0030493265380684203,11588,0.3612478969300279,0.001701685244564542
NGC 1549,inner,no_winsor,0.12978542186335368,0.31024561819032176,0.0028109597562356254,12524,0.3396425609509076,0.00046305737374308114
NGC 1549,inner,no_winsor,0.13873614061255046,0.28520455663983074,0.002471857948938283,13344,0.3175645307815751,0.00028866603382230924
NGC 1549,inner,no_winsor,0.1476868593617473,0.2578325704725187,0.002147383632737282,14208,0.2985967692982849,0.0016640065897680608
NGC 1549,inner,no_winsor,0.1566375781109441,0.2293015304106107,0.001932154206208308,15040,0.27931146391683,0.001069755551678664
NGC 1549,inner,no_winsor,0.1655882968601409,0.20602668757896117,0.001609785478120024,16000,0.2610465602429003,0.0017108380511378827
NGC 1549,inner,no_winsor,0.1745390156093377,0.18077422585707933,0.0014199262501959227,16776,0.2429304673171006,0.00012764231697610858
NGC 1549,inner,no_winsor,0.1834897343585345,0.16121498764240963,0.0012312089193536283,17612,0.2265309529087469,0.001141130662071326
NGC 1549,inner,no_winsor,0.1924404531077313,0.14553735060808293,0.0010761621187671305,18532,0.21171348822396488,0.0014994368155866057
NGC 1549,inner,no_winsor,0.20139117185692812,0.12609729024787633,0.0009247611400929514,19408,0.19687631679627132,0.0006823224016632887
NGC 1549,inner,no_winsor,0.2103418906061249,0.11787875968215511,0.0008142564667716458,20204,0.18338553684975872,0.0005303965052902385
NGC 1549,inner,no_winsor,0.21929260935532174,0.10540267289799822,0.0007346154755085953,21104,0.17100654994889117,0.0010067517182289522
NGC 1549,inner,no_winsor,0.22824332810451853,0.09260662003631528,0.0006291828187202644,21988,0.1597882834588023,0.0002459997162054587
NGC 1549,inner,no_winsor,0.23719404685371534,0.08181641719977052,0.0005417695203896516,22816,0.14949036234160273,0.00016219817600394832
NGC 1549,inner,no_winsor,0.24614476560291212,0.0720903215618496,0.00047001316840344866,23620,0.14035833437758383,0.0008072015419568581
NGC 1549,inner,no_winsor,0.25509548435210894,0.0675872028241172,0.000432855140616931,24612,0.132777477833296,0.0001692285057073652
NGC 1549,inner,no_winsor,0.2640462031013058,0.06076464363705068,0.00038475248785074546,25400,0.12569319793509834,0.000476910124427266
NGC 1549,inner,no_winsor,0.27299692185050256,0.05379456555546324,0.00033124597120855924,26260,0.11963356932369963,0.000232953286202129
NGC 1549,inner,no_winsor,0.28194764059969935,0.04903535024222427,0.00029760271411395444,27104,0.11391652269126804,0.0003367596106655939
NGC 1549,inner,no_winsor,0.2908983593488962,0.043555260361057106,0.00026216195420935906,27972,0.10865377321922594,0.00032244861562987724
NGC 1549,inner,no_winsor,0.29984907809809297,0.038707211549917325,0.00022779995352813375,28848,0.10388053321571572,0.00018252708709806
NGC 1549,inner,no_winsor,0.30879979684728975,0.034823380350936864,0.00020242300092032328,29756,0.09882682850518769,0.0005145918669165399
NGC 1549,inner,no_winsor,0.3177505155964866,0.03093058409347356,0.00017777114921425422,30580,0.09401186536500392,0.00040301315594975677
NGC 1549,inner,no_winsor,0.32670123434568343,0.02750485427146638,0.00015867768970244988,31400,0.08906431597088668,9.112783064016091e-05
NGC 1549,inner,no_winsor,0.33565195309488016,0.023948479228241247,0.0001365277319987695,32284,0.08402233989169824,0.0003112813270060327
NGC 1549,inner,no_winsor,0.344602671844077,0.020978647873371448,0.00011776683066086229,33152,0.07864268362512664,0.00023825414095345423
NGC 1549,inner,no_winsor,0.35355339059327384,0.01842875494142317,0.00010257051109009009,34084,0.07333870187842818,0.00036616926551707264
NGC 1549,inner,no_winsor,0.36250410934247057,0.01598077463025128,8.885272619776475e-05,34776,0.06787903648243811,0.00035025931506498436
NGC 1549,inner,no_winsor,0.3714548280916674,0.013215863498477096,7.120656588728196e-05,35804,0.06263681327391508,0.00039300577001744454
NGC 1549,inner,no_winsor,0.38040554684086425,0.011292114524536188,6.076808696085856e-05,36560,0.05738608182022196,0.0002781599649271156
NGC 1549,inner,no_winsor,0.389356265590061,0.009535203585145095,5.0940997895670905e-05,37508,0.05230338599716276,0.00045725267778911753
NGC 1549,inner,no_winsor,0.3983069843392578,0.007891380507693118,4.237401572528411e-05,38284,0.047538715952978726,0.00047206200350584214
NGC 1549,inner,no_winsor,0.40725770308845466,0.006568226533892875,3.3950969832794285e-05,39264,0.04301259711267119,0.00036607458150487006
NGC 1549,inner,no_winsor,0.41620842183765144,0.005266860722986504,2.7089783114859175e-05,40060,0.03888318848865979,0.00044292806875823835
NGC 1549,inner,no_winsor,0.4251591405868482,0.004363987752776877,2.2261450685853782e-05,40804,0.03496724509327914,0.0004407821186036942
NGC 1549,inner,no_winsor,0.43410985933604507,0.0035610578152018386,1.7773024622438997e-05,41848,0.03143912167217687,0.00026267288524610443
NGC 1549,inner,no_winsor,0.44306057808524185,0.002859694789615111,1.4491866756834104e-05,42600,0.028334766920032763,0.0002450825169567353
NGC 1549,inner,no_winsor,0.45201129683443864,0.0023544751557063944,1.1627177251067276e-05,43508,0.025568804685586595,0.0002247082346343482
NGC 1549,inner,no_winsor,0.4609620155836355,0.0019165590069039015,9.46058714641777e-06,44324,0.02334824526760342,0.00017896731759751205
NGC 1549,inner,no_winsor,0.4699127343328323,0.0015384640041984311,7.5180133110285615e-06,45296,0.0212181027306156,0.00024956083473528286
NGC 1549,inner,no_winsor,0.47886345308202904,0.0012769130037386168,6.096700787068204e-06,46052,0.01954166918053779,0.00021979524840966394
NGC 1549,inner,no_winsor,0.4878141718312259,0.0010814254191995258,5.2984291527005266e-06,46836,0.017994237441248246,0.00020622475280874836
NGC 1549,inner,no_winsor,0.49676489058042267,0.0009518925060992132,5.004593027689719e-06,47378,0.016665922637648774,0.00024877737884008386
NGC 1549,inner,no_winsor,0.5057156093296195,0.0007141875253144147,3.799175369913863e-06,39720,0.01239737265978376,0.00023241370725740496
NGC 1549,inner,no_winsor,0.5146663280788163,0.000563551980613307,3.1419479092629537e-06,34500,0.009424331887256799,0.00010548055288723017
NGC 1549,inner,no_winsor,0.5236170468280131,0.00046646549439979584,2.741099182580865e-06,30984,0.007334718855026432,8.667066854238898e-05
NGC 1549,inner,no_winsor,0.5325677655772099,0.00038604366321880976,2.3945943750162253e-06,28352,0.0057051944344545585,5.674605612916294e-05
NGC 1549,inner,no_winsor,0.5415184843264067,0.0003423691382928495,2.1806196388706734e-06,25896,0.004439295834396635,2.6453646275544388e-05
NGC 1549,inner,no_winsor,0.5504692030756035,0.0002959334489883364,1.9425537509329166e-06,23988,0.0034078494243016985,2.008472215282956e-05
NGC 1549,inner,no_winsor,0.5594199218248004,0.00027089668253638653,1.8632503473092464e-06,21908,0.0026029157622416794,2.3737047193023354e-05
NGC 1549,inner,no_winsor,0.5683706405739971,0.0002537048331021549,1.794895043247349e-06,20184,0.0019505312806310556,1.5838792581954593e-05
NGC 1549,inner,no_winsor,0.577321359323194,0.00022958534278813827,1.7214465848199554e-06,18540,0.0014258303268728846,1.7803739459652976e-05
NGC 1549,inner,no_winsor,0.5862720780723907,0.0002233278202727434,1.742744621728263e-06,16912,0.0010149744321750682,1.361933859122118e-05
NGC 1549,inner,no_winsor,0.5952227968215875,0.00021746688155434356,1.7591340597626397e-06,15512,0.0007168055269507028,1.2711770047064929e-05
NGC 1549,inner,no_winsor,0.6041735155707844,0.00021545338365572993,1.8170655604404713e-06,13976,0.0005096677236588776,1.1822061080144426e-05
NGC 1549,inner,no_winsor,0.6131242343199812,0.00020473092529843827,1.8351435485254042e-06,12688,0.0003721560729848509,7.388980166807164e-06
NGC 1549,inner,no_winsor,0.6220749530691779,0.00019903314311273964,1.931309401771023e-06,11228,0.00028396762814669556,3.756013148115008e-06
NGC 1549,inner,no_winsor,0.6310256718183748,0.00018571904099504353,1.7833673185654235e-06,10056,0.00023224708120297966,2.280753284367145e-06
NGC 1549,inner,no_winsor,0.6399763905675716,0.00019063049039411438,2.085746989884676e-06,8716,0.0002009554199278799,1.539012334562219e-06
NGC 1549,inner,no_winsor,0.6489271093167683,0.00019386538889938098,2.263970465229956e-06,7484,0.0001847922705001812,6.69575079812418e-07
NGC 1549,inner,no_winsor,0.6578778280659652,0.00019163170066382342,2.448141380835744e-06,6296,0.00017699559340601944,1.710355471637093e-06
NGC 1549,inner,no_winsor,0.666828546815162,0.0001933781827172733,2.809675671431954e-06,5076,0.00017308830721760293,1.4622504044897406e-07
NGC 1549,inner,no_winsor,0.6757792655643589,0.00016846375942423264,2.6319002347839188e-06,3956,0.0001712935585597814,1.7170113380788758e-06
